Refseq accession,annotation_file,embedding_file,NCBI taxonomy,Species,Organism source1,Phylum,Class,Oder,Family,Kingdom,Oxygen requirement,Oxygen requirements assignment source (DB/PMID)2,Number of O2-utilizing enzymes ,Enzymes,physiology
GCF_000011105,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011105.1_ASM1110v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011105.1_ASM1110v1_protein_embedding.h5,70601,Pyrococcus horikoshii,original tree,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Archaea,Anaerobic,15901685,9,1.4.3.16  1.4.3.19  1.14.13.208  1.4.3.24  1.14.13.237  1.4.3.2  1.4.3.4  1.14.13.9  1.15.1.1,Anaerobe
GCF_000009825,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009825.1_ASM982v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009825.1_ASM982v1_protein_embedding.h5,66692,Bacillus clausii,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,25161879,33,1.14.13.185  1.13.11.2  1.5.3.1  1.5.3.7  1.14.12.17  1.1.3.15  1.14.13.142  1.10.3.10  1.10.3.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.38  1.1.3.21  1.2.3.1  1.14.14.18  1.13.11.11  1.14.14.10  1.14.14.47  1.11.1.6  1.3.3.4  1.14.14.5  1.7.3.3  1.1.99.18  1.14.13.237  1.14.13.234  1.4.3.2  1.14.11.55  1.14.14.9  1.15.1.1,Aerobe
GCF_000006925,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006925.2_ASM692v2_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006925.2_ASM692v2_protein_embedding.h5,198214,Shigella flexneri,original tree,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,Facultative,9631334,34,1.5.3.1  1.2.3.3  1.14.12.17  1.13.11.29  1.1.3.15  1.10.3.14  1.10.3.10  1.14.13.59  1.16.3.1  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  1.13.11.15  1.14.11.47  1.5.3.16  1.11.1.6  1.14.11.17  1.3.3.4  1.3.3.3  1.14.14.5  1.14.99.46  1.13.11.24  1.14.13.237  1.3.99.26  1.14.11.33  1.14.12.19  1.4.3.5  1.14.13.7  1.14.13.9  1.15.1.1,Facultative
GCF_000010045,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010045.1_ASM1004v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010045.1_ASM1004v1_protein_embedding.h5,138119,Desulfitobacterium hafniense,original tree,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Bacteria,Anaerobic,PATRIC,34,1.13.11.53  1.14.16.1  1.5.3.1  1.5.3.7  1.10.3.14  1.10.3.10  1.13.11.54  1.13.11.79  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.10  1.14.13.208  1.14.14.52  1.14.99.44  1.1.3.21  1.3.5.6  1.13.11.18  1.11.1.6  1.3.3.4  1.14.13.225  1.13.11.24  1.17.3.2  1.14.13.237  1.6.3.1  1.1.1.170  1.4.3.2  1.4.3.4  1.14.14.17  1.14.13.9  1.13.11.39  1.15.1.1,Anaerobe
GCF_000010585,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010585.1_ASM1058v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010585.1_ASM1058v1_protein_embedding.h5,458233,Macrococcus caseolyticus,original tree,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria,Facultative,PATRIC,15,1.5.3.1  1.14.12.17  1.1.5.4  1.9.3.1  1.4.3.19  1.14.99.48  1.14.14.47  1.5.3.14  1.5.3.15  1.11.1.6  1.3.3.4  1.1.99.18  1.4.3.4  1.14.13.7  1.15.1.1,Facultative
GCF_000194135,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000194135.1_ASM19413v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000194135.1_ASM19413v1_protein_embedding.h5,760142,Hippea maritima,added,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Bacteria,Anaerobic,10425760,12,1.14.16.1  1.13.11.6  1.5.3.1  1.10.3.10  1.14.14.51  1.4.3.16  1.14.13.208  1.14.14.52  1.13.11.24  1.14.13.237  1.4.3.4  1.14.13.9,Anaerobe
GCF_000392615,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000392615.1_L.sphaericusOT4b.31_v01_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000392615.1_L.sphaericusOT4b.31_v01_protein_embedding.h5,1285586,Lysinibacillus sphaericus,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,25685257,27,1.13.11.2  1.5.3.1  1.5.3.7  1.14.13.127  1.14.12.17  1.1.5.4  1.1.3.15  1.10.3.10  1.13.11.79  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.99.48  1.1.3.21  1.14.14.18  1.14.14.10  1.14.14.47  1.11.1.6  1.3.3.4  1.1.99.18  1.14.13.237  1.6.3.1  1.3.99.26  1.14.14.9  1.14.13.9  1.15.1.1,Aerobe
GCF_000008185,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008185.1_ASM818v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008185.1_ASM818v1_protein_embedding.h5,243275,Treponema denticola,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,8248625,8,1.14.14.51  1.14.13.208  1.14.14.52  1.4.3.23  1.4.3.24  1.3.3.4  1.14.13.237  1.14.13.9,Anaerobe
GCF_000754995,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000754995.1_PVA_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000754995.1_PVA_protein_embedding.h5,585,Proteus vulgaris,original tree,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,Facultative,GOLD,24,1.14.16.4  1.14.12.17  1.13.11.29  1.1.3.15  1.10.3.14  1.10.3.10  1.16.3.1  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.11.47  1.13.11.58  1.11.1.6  1.3.3.3  1.13.11.24  1.17.3.2  1.13.12.4  1.4.3.2  1.4.3.5  1.14.13.8  1.15.1.1,Facultative
GCF_000010325,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010325.1_ASM1032v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010325.1_ASM1032v1_protein_embedding.h5,387092,Nitratiruptor sp. SB155-2,added,Proteobacteria,Epsilonproteobacteria,no rank,no rank,Bacteria,Anaerobic,PATRIC,7,1.10.3.10  1.9.3.1  1.4.3.19  1.14.13.39  1.3.3.4  1.14.13.8  1.7.2.1,Anaerobe
GCF_000744185,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000744185.1_ASM74418v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000744185.1_ASM74418v1_protein_embedding.h5,1449337,Carnobacterium funditum,original tree,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Bacteria,Facultative,GOLD,11,1.5.3.1  1.1.3.15  1.13.11.79  1.14.13.21  1.4.3.19  1.1.3.21  1.1.99.18  1.14.11.27  1.14.13.113  1.14.14.17  1.15.1.1,Facultative
GCF_000013965,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000013965.1_ASM1396v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000013965.1_ASM1396v1_protein_embedding.h5,355277,Leptospira borgpetersenii,added,Spirochaetes,Spirochaetia,no rank,Leptospiraceae,Bacteria,Aerobic,GOLD,19,1.13.11.53  1.14.16.1  1.5.3.1  1.13.11.54  1.16.3.1  1.14.14.51  1.9.3.1  1.4.3.16  1.14.14.52  4.1.1.39  1.14.14.18  1.11.1.6  1.13.11.24  1.1.3.48  1.14.19.38  1.3.99.26  1.4.3.2  1.4.3.5  1.14.11.8,Aerobe
GCF_000007065,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007065.1_ASM706v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007065.1_ASM706v1_protein_embedding.h5,192952,Methanosarcina mazei,original tree,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Archaea,Anaerobic,GOLD,13,1.1.3.15  1.16.3.1  1.4.3.10  1.4.3.19  1.14.13.208  1.14.13.39  1.14.99.44  4.1.1.39  1.11.1.6  1.13.11.24  1.6.3.4  1.4.3.2  1.15.1.1,Anaerobe
GCF_000009045,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009045.1_ASM904v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009045.1_ASM904v1_protein_embedding.h5,224308,Bacillus subtilis,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,PATRIC,38,1.14.13.150  1.13.11.53  1.14.13.185  1.13.11.2  1.5.3.1  1.14.12.17  1.14.14.1  1.10.3.10  1.13.11.54  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.15.13  1.14.14.52  1.14.13.38  1.14.14.18  1.4.3.24  1.14.14.10  1.14.14.47  1.14.14.46  1.11.1.6  1.3.3.4  1.14.13.225  1.14.14.5  1.13.12.16  1.13.11.24  1.7.3.3  1.14.11.27  1.13.11.20  1.14.13.113  1.14.13.237  1.14.13.234  1.14.15.8  1.4.3.2  1.14.14.9  1.15.1.1,Aerobe
GCF_000015065,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000015065.1_ASM1506v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000015065.1_ASM1506v1_protein_embedding.h5,412694,Bacillus thuringiensis str. Al Hakam,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,PATRIC,33,1.13.11.53  1.14.16.1  1.13.11.6  1.14.13.185  1.13.11.2  1.5.3.1  1.5.3.7  1.14.12.17  1.1.5.4  1.14.13.142  1.14.14.1  1.13.11.54  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.14.18  1.13.11.11  1.14.14.47  1.11.1.6  1.3.3.4  1.14.14.5  1.13.12.16  1.13.11.24  1.14.15.8  1.4.3.2  1.4.3.4  1.14.14.8  1.14.14.9  1.14.13.9  1.14.11.2  1.15.1.1,Aerobe
GCF_000008505,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008505.1_ASM850v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008505.1_ASM850v1_protein_embedding.h5,281309,Bacillus thuringiensis serovar konkukian,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,PATRIC,37,1.13.11.53  1.14.16.1  1.14.13.185  1.13.11.2  1.5.3.1  1.5.3.7  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.14.13.142  1.14.14.1  1.10.3.10  1.13.11.54  1.14.14.24  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.39  1.14.14.18  1.13.11.11  1.14.14.47  1.11.1.6  1.3.3.4  1.13.11.27  1.14.14.5  1.13.12.16  1.13.11.24  1.1.99.18  1.13.12.6  1.14.15.8  1.4.3.2  1.14.13.9  1.14.11.2  1.15.1.1,Aerobe
GCF_000015485,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000015485.1_ASM1548v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000015485.1_ASM1548v1_protein_embedding.h5,391774,Desulfovibrio vulgaris,added,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bacteria,Anaerobic,11055957,19,1.5.3.1  1.14.13.127  1.10.3.14  1.16.3.1  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.3.5.6  1.11.1.6  1.3.3.4  1.1.3.48  1.17.3.2  1.13.12.4  1.4.3.2  1.14.13.9  1.15.1.1,Anaerobe
GCF_000222305,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000222305.1_ASM22230v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000222305.1_ASM22230v1_protein_embedding.h5,521010,Borreliella bissettii,added,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Bacteria,Anaerobic,PATRIC,5,1.14.14.51  1.14.14.52  1.4.3.24  1.14.13.87  1.15.1.1,Anaerobe
GCF_000017585,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000017585.1_ASM1758v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000017585.1_ASM1758v1_protein_embedding.h5,360107,Campylobacter hominis,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Bacteria,Anaerobic,PATRIC,6,1.1.5.4  1.1.3.15  1.10.3.14  1.9.3.1  1.4.3.19  1.15.1.1,Anaerobe
GCF_000012985,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012985.1_ASM1298v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012985.1_ASM1298v1_protein_embedding.h5,349521,Hahella chejuensis,original tree,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Bacteria,Facultative,PATRIC,35,1.13.11.53  1.14.16.5  1.14.16.1  1.13.11.2  1.5.3.1  1.5.3.7  1.14.12.17  1.1.5.4  1.14.13.142  1.14.14.1  1.13.11.54  1.16.3.1  1.13.11.79  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.10  1.4.3.19  1.14.14.52  1.14.15.21  1.13.11.58  1.14.11.18  1.3.3.3  1.13.11.27  1.13.11.24  1.14.11.27  1.17.3.2  1.14.15.3  1.4.3.2  1.14.11.55  1.4.3.5  1.7.2.1  1.15.1.1,Facultative
GCF_000091985,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000091985.1_ASM9198v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000091985.1_ASM9198v1_protein_embedding.h5,679897,Helicobacter mustelae,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,PATRIC,9,1.14.16.4  1.14.16.1  1.5.3.1  1.1.5.4  1.1.3.15  1.9.3.1  1.11.1.6  1.4.3.2  1.15.1.1,Anaerobe
GCF_000261545,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000261545.1_15354_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000261545.1_15354_protein_embedding.h5,1128253,Bradyrhizobium japonicum,original tree,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bacteria,Aerobic,19659724,73,1.13.11.9  1.13.11.5  1.14.13.185  1.13.11.2  1.13.11.3  1.5.3.1  1.2.3.3  1.5.3.7  1.14.13.127  1.14.12.17  1.1.5.4  1.13.11.29  1.14.14.1  1.10.3.10  1.13.11.54  1.14.99.29  1.16.3.1  1.14.18.1  1.3.3.11  1.14.13.171  1.13.11.79  1.10.2.2  1.14.99.15  1.14.14.51  1.11.1.21  1.14.13.24  1.9.3.1  1.14.13.23  1.4.3.16  1.8.3.4  1.4.3.19  1.14.13.209  1.14.13.208  1.14.14.52  1.14.13.149  1.14.13.114  1.14.13.38  1.1.3.21  1.2.3.1  4.1.1.39  1.13.11.11  1.13.11.18  1.14.14.10  1.14.13.218  1.14.14.11  1.11.1.6  1.14.11.17  1.4.3.21  1.3.3.3  1.7.3.1  1.13.11.27  1.14.14.5  1.13.12.16  1.13.11.24  1.14.13.84  1.14.13.92  1.14.13.237  1.14.13.234  1.13.11.81  1.14.11.33  1.1.1.270  1.14.13.82  1.14.13.107  1.4.3.2  1.4.3.5  1.4.3.4  1.14.13.2  1.14.14.17  1.7.2.1  1.14.13.131  1.13.11.39  1.15.1.1  1.13.11.37,Aerobe
GCF_000023225,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000023225.1_ASM2322v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000023225.1_ASM2322v1_protein_embedding.h5,525897,Desulfomicrobium baculatum,added,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Bacteria,Anaerobic,PATRIC,27,1.5.3.1  1.13.11.29  1.1.3.15  1.10.3.14  1.13.11.55  1.16.3.1  1.10.3.3  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.3.5.6  1.11.1.6  1.13.11.24  1.13.12.3  1.17.3.2  1.14.13.237  1.4.3.2  1.14.13.7  1.14.13.9  1.3.99.30  1.15.1.1,Anaerobe
GCF_000092205,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000092205.1_ASM9220v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000092205.1_ASM9220v1_protein_embedding.h5,589865,Desulfurivibrio alkaliphilus,added,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Bacteria,Anaerobic,PATRIC,21,1.14.16.4  1.14.16.1  1.5.3.1  1.5.3.17  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.4.3.24  1.14.17.3  1.3.3.4  1.13.12.16  1.1.99.18  1.14.13.237  1.4.3.2  1.15.1.1,Anaerobe
GCF_000007145,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007145.1_ASM714v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007145.1_ASM714v1_protein_embedding.h5,190485,Xanthomonas campestris,original tree,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria,Aerobic,GOLD,45,1.13.11.53  1.13.11.57  1.13.11.8  1.14.16.1  1.13.11.5  1.13.11.6  1.13.11.3  1.5.3.1  1.5.3.7  1.14.13.127  1.13.11.29  1.1.3.15  1.10.3.14  1.10.3.10  1.13.11.54  1.16.3.1  1.3.3.11  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.10  1.4.3.19  1.14.14.52  1.14.13.38  1.14.14.18  1.13.11.11  1.11.1.6  1.4.3.21  1.3.3.3  1.13.11.27  1.13.11.24  1.1.3.47  1.14.13.113  1.13.12.3  1.14.13.82  1.4.3.2  1.4.3.5  1.4.3.4  1.14.13.2  1.14.14.17  1.14.13.9  1.14.13.8  1.14.11.2  1.15.1.1,Aerobe
GCF_000027145,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000027145.1_ASM2714v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000027145.1_ASM2714v1_protein_embedding.h5,683837,Listeria seeligeri,original tree,Firmicutes,Bacilli,Bacillales,Listeriaceae,Bacteria,Facultative,PATRIC,13,1.13.11.2  1.10.3.10  1.9.3.1  1.4.3.16  1.14.14.18  1.11.1.6  1.3.3.4  1.14.13.237  1.3.99.26  1.4.3.2  1.4.3.4  1.14.13.9  1.15.1.1,Facultative
GCF_000012565,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012565.1_ASM1256v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012565.1_ASM1256v1_protein_embedding.h5,269484,Ehrlichia canis,original tree,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Bacteria,Aerobic,PATRIC,9,1.16.3.1  1.10.2.2  1.9.3.1  1.14.13.208  1.4.3.24  1.3.3.3  1.4.3.5  1.14.13.8  1.15.1.1,Aerobe
GCF_000013045,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000013045.1_ASM1304v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000013045.1_ASM1304v1_protein_embedding.h5,309807,Salinibacter ruber,original tree,Bacteroidetes,no rank,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Bacteria,Aerobic,12486458,22,1.14.16.1  1.5.3.1  1.1.3.15  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.13.11.63  1.14.14.52  1.14.99.44  1.3.3.6  1.3.3.3  1.13.11.27  1.14.13.163  1.13.11.24  1.3.99.31  1.14.13.237  1.14.19.2  1.4.3.2  1.4.3.5  1.15.1.1,Aerobe
GCF_000067165,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000067165.1_ASM6716v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000067165.1_ASM6716v1_protein_embedding.h5,448385,Sorangium cellulosum,added,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Bacteria,Aerobic,PATRIC,59,1.1.3.6  1.13.11.53  1.14.16.5  1.14.16.1  1.14.13.185  1.14.12.17  1.13.11.29  1.1.3.15  1.14.14.1  1.13.11.54  1.3.99.28  1.16.3.1  1.4.3.3  1.13.11.79  1.10.2.2  1.14.14.51  1.14.14.29  1.9.3.1  1.4.3.16  1.4.3.19  1.13.11.68  1.14.15.14  1.14.13.209  1.14.13.208  1.14.14.52  1.14.13.38  1.2.3.1  1.13.11.11  1.14.15.24  1.14.15.21  1.14.13.210  1.14.14.10  1.14.13.218  1.14.99.50  1.14.19.17  1.14.14.47  1.14.14.46  1.14.13.168  1.14.17.3  1.11.1.6  1.14.13.122  1.14.11.17  1.14.21.7  1.14.13.221  1.14.14.5  1.13.11.24  1.7.3.3  1.1.99.18  1.14.13.113  1.14.13.92  1.14.13.237  1.14.13.234  1.14.11.51  1.4.3.2  1.4.3.5  1.14.13.9  1.15.1.1  1.13.11.31  1.13.11.33,Aerobe
GCF_000024485,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000024485.1_ASM2448v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000024485.1_ASM2448v1_protein_embedding.h5,666714,Treponema pallidum,original tree,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,773821,3,1.14.14.51  1.14.14.52  1.14.13.237,Anaerobe
GCF_000195935,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000195935.2_ASM19593v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000195935.2_ASM19593v1_protein_embedding.h5,272844,Pyrococcus abyssi,original tree,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Archaea,Anaerobic,21317259,9,1.4.3.16  1.4.3.19  1.14.13.208  4.1.1.39  1.1.3.46  1.14.13.237  1.4.3.2  1.14.13.7  1.15.1.1,Anaerobe
GCF_000007345,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007345.1_ASM734v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007345.1_ASM734v1_protein_embedding.h5,188937,Methanosarcina acetivorans,original tree,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Archaea,Anaerobic,GOLD,17,1.14.16.4  1.14.16.1  1.5.3.1  1.13.11.29  1.16.3.1  1.11.1.21  1.4.3.10  1.4.3.19  1.14.19.29  1.14.13.208  4.1.1.39  1.4.3.24  1.13.11.24  1.4.3.2  1.4.3.4  1.14.13.9  1.15.1.1,Anaerobe
GCF_000009685,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009685.1_ASM968v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009685.1_ASM968v1_protein_embedding.h5,195102,Clostridium perfringens,original tree,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Bacteria,Anaerobic,PATRIC,12,1.14.12.17  1.4.3.3  1.14.14.51  1.4.3.16  1.4.3.19  1.14.14.52  1.13.11.24  1.13.12.3  1.14.13.237  1.6.3.4  1.4.3.2  1.15.1.1,Anaerobe
GCF_000236685,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000236685.1_ASM23668v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000236685.1_ASM23668v1_protein_embedding.h5,158190,Sphaerochaeta pleomorpha,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,PATRIC,16,1.1.5.4  1.4.3.3  1.14.14.51  1.8.3.2  1.14.13.208  1.14.14.52  1.2.3.1  1.14.11.42  1.4.3.24  1.3.5.6  1.11.1.6  1.3.3.4  1.13.11.24  1.1.99.18  1.14.13.237  1.4.3.2,Anaerobe
